user_id,signup_date,first_session_date,device_type,country_tier,referral_source,num_sessions_30d,total_time_min_30d,projects_created_30d,exports_30d,collaborators_invited_30d,support_tickets_30d,used_premium_feature_preview,ai_assistant_sessions_30d,subscribed
V63895,2024-01-15,2024-01-18,desktop,tier_3,social,6,238,2,0,1,0,0,4,0
V14351,2024-01-11,2024-01-11,mobile,tier_1,social,4,119,4,4,0,0,0,2,1
V89906,2024-03-01,2024-03-22,desktop,tier_2,social,8,182,2,2,3,0,0,0,0
V79362,2024-06-03,2024-06-05,mobile,tier_2,social,3,76,3,0,5,0,0,7,0
V48909,2024-03-02,2024-03-23,desktop,tier_2,organic,15,504,1,5,4,2,1,5,0
V92239,2024-05-16,2024-05-16,tablet,tier_2,organic,8,197,1,1,0,0,0,10,0
V44176,2024-06-23,2024-06-23,mobile,tier_2,referral,14,328,6,8,1,1,1,2,1
V10551,2024-04-17,2024-04-19,tablet,tier_1,organic,7,113,12,0,0,0,0,4,0
V92678,2024-04-28,2024-04-30,desktop,tier_2,referral,8,198,1,0,1,0,0,3,0
V25464,2024-06-25,2024-06-25,desktop,tier_2,paid_ad,9,193,2,0,1,1,1,2,0
V65239,2024-03-11,2024-03-13,desktop,tier_1,paid_ad,8,158,1,2,2,0,0,8,0
V49232,2024-03-15,2024-03-16,desktop,tier_1,organic,7,201,0,0,1,0,0,1,1
V82785,2024-06-28,2024-07-04,mobile,tier_3,organic,13,292,11,0,0,0,0,2,0
V21742,2024-04-08,2024-04-08,desktop,tier_3,organic,11,389,2,0,0,1,1,1,1
V93941,2024-04-04,2024-04-10,mobile,tier_2,organic,16,240,6,1,0,2,0,1,0
V12721,2024-05-03,2024-05-03,desktop,tier_1,organic,6,114,5,1,0,0,1,4,1
V52343,2024-03-28,2024-04-27,desktop,tier_2,referral,9,151,1,1,1,1,0,2,0
V75633,2024-03-07,2024-03-08,tablet,tier_1,referral,5,162,5,0,10,0,1,3,0
V58748,2024-04-22,2024-05-13,desktop,tier_1,social,5,173,0,0,2,0,1,1,0
V98218,2024-06-13,2024-06-16,desktop,tier_3,organic,12,408,0,3,3,0,0,1,0
V55637,2024-05-12,2024-05-22,desktop,tier_2,organic,11,357,1,1,4,2,0,2,0
V91710,2024-02-25,2024-02-28,mobile,tier_3,paid_ad,20,258,4,1,0,0,0,4,0
V39852,2024-03-05,2024-03-10,mobile,tier_2,social,16,351,2,1,2,0,1,5,0
V32906,2024-02-18,2024-02-25,tablet,tier_3,paid_ad,2,67,0,1,2,0,1,3,0
V13406,2024-05-05,2024-05-05,tablet,tier_1,organic,2,40,5,0,2,1,1,2,0
V95020,2024-05-08,2024-05-18,tablet,tier_1,organic,9,122,2,0,0,1,0,9,0
V12122,2024-01-29,2024-01-29,mobile,tier_2,paid_ad,4,155,1,3,4,3,0,4,0
V41698,2024-04-12,2024-05-03,desktop,tier_2,organic,9,294,2,1,0,2,1,4,0
V73641,2024-03-17,2024-03-24,tablet,tier_1,paid_ad,3,59,1,3,1,0,0,2,0
V39249,2024-02-21,2024-02-23,desktop,tier_1,social,3,50,6,3,1,0,0,6,0
V81411,2024-04-13,2024-04-17,desktop,tier_3,organic,9,216,0,1,0,0,0,2,0
V56534,2024-04-01,2024-04-02,tablet,tier_3,paid_ad,9,103,2,9,3,0,0,5,0
V57321,2024-05-12,2024-05-26,desktop,tier_1,organic,9,77,7,1,2,0,0,2,0
V15264,2024-04-12,2024-04-19,tablet,tier_3,paid_ad,8,106,0,0,2,0,1,9,1
V13386,2024-06-06,2024-06-09,desktop,tier_1,organic,13,235,6,1,2,0,0,2,0
V40787,2024-05-24,2024-05-25,mobile,tier_1,social,7,124,2,4,1,0,0,7,0
V59048,2024-03-12,2024-03-19,tablet,tier_2,organic,12,181,2,1,0,4,0,8,0
V84232,2024-06-09,2024-06-11,tablet,tier_2,paid_ad,11,144,3,1,0,1,0,5,0
V66440,2024-02-23,2024-02-23,desktop,tier_2,organic,2,78,0,2,6,5,1,3,0
V72063,2024-06-06,2024-06-08,tablet,tier_2,referral,9,272,1,0,0,0,0,4,0
V54786,2024-03-23,2024-03-26,desktop,tier_1,paid_ad,11,204,0,2,0,0,0,2,0
V30084,2024-05-06,2024-05-07,desktop,tier_2,organic,10,198,4,1,3,0,0,3,0
V49755,2024-03-16,2024-03-16,desktop,tier_1,social,17,274,6,4,4,1,1,7,1
V16650,2024-06-06,2024-06-06,desktop,tier_3,referral,10,167,6,3,0,3,0,7,0
V85466,2024-03-10,2024-03-12,tablet,tier_2,paid_ad,9,313,3,0,1,1,0,3,0
V11189,2024-03-17,2024-03-24,tablet,tier_1,referral,3,64,5,2,8,0,0,6,0
V45657,2024-05-16,2024-05-16,desktop,tier_1,referral,11,295,2,0,1,0,0,8,0
V17850,2024-06-17,2024-06-17,desktop,tier_3,social,6,210,3,3,0,0,0,3,0
V60477,2024-06-17,2024-07-01,desktop,tier_3,paid_ad,7,126,0,2,3,0,0,5,0
V63568,2024-02-19,2024-02-22,tablet,tier_1,social,15,254,3,3,4,0,0,5,0
V68587,2024-04-02,2024-04-03,desktop,tier_2,organic,2,10,1,1,1,3,0,5,0
V47850,2024-04-25,2024-04-26,tablet,tier_1,referral,14,384,2,2,0,0,1,1,1
V64304,2024-04-16,2024-04-21,desktop,tier_1,organic,15,381,0,1,1,0,0,3,0
V66324,2024-01-06,2024-02-05,desktop,tier_1,organic,7,152,3,1,1,0,1,1,0
V82475,2024-06-20,2024-06-20,desktop,tier_3,organic,18,512,2,0,1,0,1,8,0
V14601,2024-03-03,2024-03-03,desktop,tier_1,organic,6,115,2,0,8,1,1,4,1
V46473,2024-03-07,2024-03-17,desktop,tier_2,organic,22,693,2,0,4,0,0,8,0
V88410,2024-06-08,2024-06-15,tablet,tier_1,social,7,189,9,1,1,0,0,6,0
V64822,2024-06-10,2024-06-12,desktop,tier_1,organic,6,143,0,1,2,0,0,2,1
V15697,2024-01-18,2024-01-21,tablet,tier_1,organic,2,71,1,3,4,0,1,1,0
V70204,2024-05-12,2024-05-19,desktop,tier_1,organic,13,400,2,0,3,0,1,3,1
V99040,2024-03-24,2024-03-27,tablet,tier_2,social,13,250,2,1,1,0,0,6,0
V91591,2024-06-05,2024-06-11,tablet,tier_3,referral,7,97,6,1,2,1,0,15,0
V92688,2024-06-13,2024-06-14,desktop,tier_2,organic,12,219,3,3,0,0,0,1,1
V44862,2024-04-07,2024-04-08,desktop,tier_2,organic,5,80,6,2,0,0,0,10,0
V61792,2024-06-04,2024-06-14,tablet,tier_3,social,12,335,6,7,0,2,0,12,0
V70528,2024-06-07,2024-06-10,desktop,tier_2,organic,10,238,5,3,0,0,1,1,0
V34597,2024-05-17,2024-05-22,mobile,tier_3,organic,4,133,3,4,1,2,0,3,0
V19788,2024-06-28,2024-07-01,tablet,tier_1,social,5,124,4,1,2,2,0,11,0
V51723,2024-03-24,2024-03-31,desktop,tier_3,organic,9,164,2,6,1,0,0,1,0
V65550,2024-04-22,2024-04-27,desktop,tier_3,paid_ad,4,158,3,0,2,0,0,4,0
V41794,2024-03-08,2024-03-12,desktop,tier_2,organic,6,195,1,2,6,0,0,4,0
V90425,2024-01-05,2024-01-11,desktop,tier_3,social,10,223,4,1,0,0,1,4,0
V33849,2024-05-23,2024-05-30,desktop,tier_3,paid_ad,8,228,0,2,2,2,0,3,0
V93498,2024-06-20,2024-06-22,tablet,tier_1,social,11,198,6,0,5,4,1,2,1
V47711,2024-06-09,2024-06-11,desktop,tier_1,organic,3,29,3,2,2,0,0,10,0
V90612,2024-06-13,2024-06-19,desktop,tier_2,organic,4,86,0,4,0,0,0,11,0
V83054,2024-02-09,2024-02-11,tablet,tier_1,organic,12,324,2,2,1,0,1,9,1
V23879,2024-03-16,2024-03-19,desktop,tier_3,organic,17,239,5,2,2,0,1,4,0
V33444,2024-02-10,2024-03-02,desktop,tier_1,social,10,316,3,0,2,0,1,3,0
V60252,2024-02-21,2024-02-28,tablet,tier_1,social,1,25,2,1,0,3,0,6,0
V97860,2024-04-29,2024-05-04,desktop,tier_1,paid_ad,4,71,1,3,8,0,0,8,0
V46015,2024-01-28,2024-02-07,desktop,tier_1,organic,10,112,2,3,0,1,0,3,0
V33562,2024-04-04,2024-04-04,desktop,tier_1,social,13,367,1,1,2,0,0,4,0
V74025,2024-01-25,2024-01-25,desktop,tier_3,organic,15,383,1,4,0,1,0,4,0
V17097,2024-06-25,2024-06-29,desktop,tier_1,organic,2,71,0,2,2,0,0,4,0
V34367,2024-01-16,2024-01-17,tablet,tier_3,organic,7,209,1,2,1,1,0,1,0
V71058,2024-01-21,2024-01-28,desktop,tier_2,social,3,70,4,4,3,1,0,4,0
V50305,2024-01-26,2024-01-30,desktop,tier_2,paid_ad,11,369,0,1,2,0,1,2,0
V84107,2024-06-22,2024-06-25,tablet,tier_2,organic,2,82,0,2,5,0,0,7,0
V38371,2024-02-06,2024-02-09,desktop,tier_3,social,8,182,3,0,2,0,0,1,0
V15146,2024-02-24,2024-03-09,desktop,tier_2,organic,10,217,3,4,1,0,0,6,0
V78957,2024-03-25,2024-03-26,mobile,tier_1,organic,15,499,5,3,2,2,1,2,1
V83128,2024-03-12,2024-03-12,mobile,tier_2,referral,12,294,0,1,3,0,0,4,0
V85023,2024-04-08,2024-04-11,tablet,tier_1,organic,10,289,0,0,1,0,1,1,0
V43422,2024-02-25,2024-03-01,desktop,tier_1,social,7,216,2,2,2,0,1,3,1
V46955,2024-06-11,2024-07-11,desktop,tier_3,paid_ad,15,305,1,4,1,0,0,4,0
V70443,2024-02-23,2024-03-01,tablet,tier_2,organic,16,411,2,2,0,1,0,0,0
V82737,2024-02-19,2024-02-22,desktop,tier_1,referral,9,268,4,0,1,2,0,3,0
V47850,2024-04-21,2024-05-05,tablet,tier_1,social,6,151,1,0,0,1,0,3,0
V46168,2024-05-29,2024-06-12,desktop,tier_1,organic,6,142,3,1,2,0,0,3,0
V17124,2024-05-26,2024-05-28,desktop,tier_2,paid_ad,11,355,5,2,3,1,0,5,0
V58597,2024-04-16,2024-04-19,desktop,tier_3,organic,6,209,0,2,4,0,0,2,0
V41012,2024-01-21,2024-01-28,desktop,tier_2,paid_ad,10,199,5,4,3,5,1,2,1
V81359,2024-05-09,2024-05-30,tablet,tier_1,paid_ad,6,148,0,1,3,0,1,4,1
V70417,2024-06-17,2024-06-19,tablet,tier_1,referral,14,259,1,1,5,0,0,4,0
V49364,2024-06-01,2024-06-03,desktop,tier_2,organic,8,117,0,3,3,0,0,2,0
V25592,2024-05-18,2024-05-20,desktop,tier_2,organic,6,158,8,1,0,0,0,5,0
V83079,2024-05-30,2024-05-30,desktop,tier_2,organic,12,198,5,1,3,1,1,10,0
V47778,2024-03-23,2024-03-24,tablet,tier_1,referral,13,309,5,0,2,0,0,3,0
V63285,2024-05-09,2024-05-10,desktop,tier_2,organic,6,163,3,3,0,0,0,5,1
V59160,2024-06-21,2024-06-28,tablet,tier_2,paid_ad,9,294,4,4,1,0,0,4,0
V40604,2024-06-23,2024-06-24,tablet,tier_2,social,13,394,6,0,0,3,0,1,0
V66452,2024-01-04,2024-01-08,desktop,tier_2,paid_ad,4,81,3,1,1,1,0,11,0
V90154,2024-02-02,2024-02-07,desktop,tier_2,referral,4,85,2,1,3,0,0,3,1
V67919,2024-02-01,2024-02-02,desktop,tier_3,organic,3,36,0,3,1,0,0,5,0
V83192,2024-04-27,2024-04-27,tablet,tier_1,organic,13,294,2,10,0,0,0,1,0
V16896,2024-05-24,2024-05-28,desktop,tier_3,organic,15,479,1,1,3,0,0,1,0
V37328,2024-05-24,2024-05-27,tablet,tier_2,paid_ad,3,44,2,0,0,0,0,2,0
V70762,2024-06-23,2024-06-23,mobile,tier_2,referral,6,111,0,2,0,0,1,3,0
V80168,2024-05-01,2024-05-02,desktop,tier_3,organic,20,516,2,0,1,2,0,1,0
V25815,2024-01-10,2024-01-11,desktop,tier_1,social,12,247,1,1,0,1,1,4,0
V17454,2024-01-20,2024-01-20,desktop,tier_3,organic,11,133,1,1,0,3,0,1,0
V30957,2024-06-26,2024-06-30,tablet,tier_3,social,9,182,2,0,1,0,1,3,0
V46882,2024-05-20,2024-05-27,tablet,tier_1,paid_ad,5,118,7,4,0,1,0,5,0
V37720,2024-04-30,2024-05-10,desktop,tier_2,referral,6,134,3,2,0,0,0,2,0
V66248,2024-01-23,2024-01-26,desktop,tier_2,organic,4,134,3,5,3,0,0,2,1
V63761,2024-06-26,2024-07-02,desktop,tier_1,paid_ad,14,170,1,1,0,2,0,7,0
V40441,2024-06-19,2024-06-29,desktop,tier_1,paid_ad,10,255,2,0,6,1,0,8,0
V96786,2024-06-10,2024-06-11,tablet,tier_1,referral,8,193,3,3,8,0,0,4,1
V57190,2024-01-23,2024-02-13,desktop,tier_2,organic,4,29,0,3,2,2,0,3,0
V86871,2024-02-29,2024-03-05,desktop,tier_3,social,8,142,2,0,1,0,0,6,0
V51601,2024-04-18,2024-04-22,mobile,tier_1,organic,10,160,3,0,1,1,0,6,0
V14474,2024-05-30,2024-06-02,desktop,tier_1,organic,8,236,0,0,0,0,1,5,0
V98787,2024-06-16,2024-06-17,tablet,tier_1,paid_ad,9,93,0,2,3,1,0,9,0
V95816,2024-03-29,2024-04-01,desktop,tier_1,social,11,230,0,1,8,0,0,2,0
V23981,2024-03-23,2024-04-06,tablet,tier_1,organic,16,483,1,4,3,0,0,1,0
V98373,2024-01-20,2024-01-22,desktop,tier_2,organic,10,326,2,0,3,2,0,2,1
V22438,2024-03-03,2024-03-04,mobile,tier_1,paid_ad,3,52,5,0,10,2,0,2,0
V44915,2024-06-04,2024-06-07,tablet,tier_1,social,13,363,1,1,4,1,0,8,0
V49395,2024-04-13,2024-04-16,tablet,tier_2,paid_ad,17,396,4,1,1,0,0,8,1
V27728,2024-01-12,2024-01-13,desktop,tier_3,organic,11,347,1,1,8,0,0,17,0
V38149,2024-01-24,2024-01-31,mobile,tier_1,paid_ad,15,340,1,9,6,1,0,6,0
V14680,2024-05-10,2024-05-12,desktop,tier_2,organic,4,120,1,5,0,1,0,2,0
V30077,2024-03-16,2024-03-16,desktop,tier_2,referral,8,170,2,6,2,2,0,11,1
V66818,2024-01-26,2024-01-27,tablet,tier_1,paid_ad,1,30,1,1,0,3,1,3,0
V43886,2024-01-30,2024-02-03,desktop,tier_1,organic,17,360,3,1,0,0,0,5,0
V51646,2024-04-25,2024-04-28,desktop,tier_2,social,8,142,7,0,3,0,0,2,0
V68732,2024-01-15,2024-01-16,desktop,tier_2,paid_ad,9,182,3,1,0,0,1,0,1
V86035,2024-06-24,2024-06-26,desktop,tier_1,social,16,484,2,3,4,2,0,4,0
V59823,2024-02-11,2024-02-18,mobile,tier_1,paid_ad,15,477,0,0,3,0,0,4,0
V40874,2024-06-06,2024-06-09,mobile,tier_2,organic,9,234,0,1,3,0,0,7,0
V76359,2024-01-07,2024-01-11,desktop,tier_2,paid_ad,5,87,0,1,3,0,0,5,1
V25099,2024-05-20,2024-05-30,desktop,tier_1,social,9,143,4,2,0,0,0,5,0
V99199,2024-04-06,2024-04-12,desktop,tier_1,social,6,145,4,0,4,0,1,5,0
V31107,2024-06-15,2024-06-18,desktop,tier_2,paid_ad,10,316,1,2,5,0,1,3,0
V34193,2024-06-03,2024-06-05,desktop,tier_1,referral,10,148,1,3,0,0,0,9,0
V78214,2024-03-21,2024-03-22,tablet,tier_2,social,7,99,0,2,1,0,0,3,0
V47593,2024-01-14,2024-01-15,tablet,tier_1,paid_ad,4,82,5,0,4,3,1,2,1
V73696,2024-02-15,2024-02-17,desktop,tier_2,paid_ad,19,334,0,5,3,0,1,6,0
V94450,2024-02-02,2024-02-07,desktop,tier_2,organic,14,362,0,1,1,0,0,0,0
V36026,2024-05-14,2024-05-20,desktop,tier_1,paid_ad,11,367,5,0,4,0,0,7,0
V88888,2024-05-22,2024-05-23,desktop,tier_3,referral,18,510,7,5,1,1,0,5,0
V55815,2024-05-17,2024-05-23,desktop,tier_2,organic,12,312,7,3,4,0,1,4,0
V69950,2024-05-07,2024-05-11,tablet,tier_1,paid_ad,5,128,6,2,0,2,0,4,0
V72373,2024-01-07,2024-01-07,desktop,tier_1,social,9,220,0,2,2,2,0,2,1
V45790,2024-04-06,2024-04-10,desktop,tier_2,organic,8,61,9,2,1,0,0,3,0
V73972,2024-02-02,2024-02-04,desktop,tier_3,paid_ad,4,98,0,1,6,1,1,11,0
V21070,2024-01-05,2024-01-06,desktop,tier_1,social,19,597,2,2,2,0,1,0,1
V62917,2024-01-24,2024-02-07,desktop,tier_1,organic,4,194,7,2,0,0,0,4,1
V87187,2024-06-09,2024-06-12,desktop,tier_3,organic,8,116,1,0,1,0,1,11,0
V56694,2024-02-01,2024-02-15,mobile,tier_1,referral,11,239,3,3,1,0,1,2,0
V85939,2024-05-08,2024-05-10,desktop,tier_2,social,11,297,1,1,0,0,1,2,0
V66585,2024-05-09,2024-05-10,desktop,tier_2,social,7,125,0,3,0,0,0,8,0
V37563,2024-03-02,2024-03-02,desktop,tier_1,social,11,145,5,0,0,0,1,6,1
V23914,2024-06-02,2024-06-03,desktop,tier_2,organic,20,659,2,2,2,1,1,2,1
V29915,2024-01-09,2024-01-09,mobile,tier_1,social,9,237,0,1,1,0,0,5,0
V60482,2024-03-21,2024-03-22,tablet,tier_2,organic,15,409,3,5,4,0,0,3,0
V83001,2024-05-15,2024-05-18,mobile,tier_2,organic,5,115,5,2,6,0,0,9,0
V87906,2024-04-05,2024-04-07,desktop,tier_1,paid_ad,18,423,3,1,0,0,0,0,0
V42766,2024-06-27,2024-06-29,desktop,tier_2,paid_ad,19,245,2,2,4,0,0,5,0
V63335,2024-01-22,2024-01-27,desktop,tier_1,social,14,298,2,2,2,0,0,6,0
V25169,2024-03-01,2024-03-01,tablet,tier_2,organic,7,105,1,7,1,2,0,6,1
V97708,2024-05-09,2024-05-09,tablet,tier_3,social,9,224,3,1,0,0,1,10,0
V98314,2024-04-24,2024-04-25,desktop,tier_3,paid_ad,19,581,0,4,0,0,0,4,0
V85036,2024-04-28,2024-05-01,desktop,tier_1,social,9,267,1,1,1,4,0,2,0
V82606,2024-02-25,2024-02-26,desktop,tier_1,social,12,257,4,7,5,0,1,2,1
V38036,2024-03-15,2024-03-22,desktop,tier_1,social,3,42,2,3,6,4,1,1,1
V50889,2024-06-28,2024-07-01,desktop,tier_1,paid_ad,9,146,6,2,0,0,0,2,0
V28475,2024-05-08,2024-05-08,mobile,tier_1,referral,11,309,1,0,0,0,0,4,0
V91984,2024-02-03,2024-02-09,desktop,tier_1,referral,7,259,3,10,3,0,0,15,0
V75058,2024-03-19,2024-03-21,tablet,tier_1,paid_ad,11,245,3,2,2,1,1,1,0
V59082,2024-01-02,2024-01-02,desktop,tier_3,social,7,125,1,1,0,0,0,7,0
V92729,2024-03-09,2024-03-11,desktop,tier_1,referral,1,9,2,0,5,0,1,1,1
V94300,2024-02-06,2024-02-07,desktop,tier_2,social,5,79,3,2,0,3,0,1,1
V90605,2024-02-17,2024-02-18,desktop,tier_2,organic,5,122,3,4,1,0,1,5,1
V99819,2024-02-29,2024-03-05,desktop,tier_3,organic,7,87,3,2,8,2,1,4,1
V79653,2024-02-01,2024-02-02,desktop,tier_2,social,5,142,8,5,1,0,1,2,1
V23638,2024-03-05,2024-03-08,mobile,tier_1,paid_ad,6,136,0,7,0,0,0,3,0
V34543,2024-06-04,2024-06-05,desktop,tier_3,organic,10,258,1,2,1,1,0,4,0
V17602,2024-04-02,2024-04-23,mobile,tier_1,organic,24,350,1,1,1,0,1,3,0
V28819,2024-06-09,2024-06-11,desktop,tier_1,social,4,9,5,2,0,0,0,0,0
V19816,2024-05-23,2024-05-29,desktop,tier_1,social,2,81,0,0,1,0,1,3,0
V69023,2024-05-03,2024-05-03,desktop,tier_1,paid_ad,20,285,1,8,0,0,0,0,0
V35666,2024-05-31,2024-06-01,desktop,tier_1,referral,7,116,0,6,0,2,0,3,0
V86193,2024-02-11,2024-02-15,tablet,tier_3,organic,9,161,1,2,0,2,0,1,0
V71471,2024-05-06,2024-05-06,mobile,tier_1,paid_ad,15,409,6,0,3,0,0,1,0
V82631,2024-06-22,2024-06-23,desktop,tier_3,social,8,284,1,0,0,0,1,2,0
V64407,2024-03-31,2024-03-31,mobile,tier_1,organic,8,156,2,0,0,1,0,2,0
V28324,2024-01-09,2024-01-09,desktop,tier_1,organic,14,436,2,0,0,0,1,4,1
V66627,2024-01-14,2024-01-16,tablet,tier_2,paid_ad,9,152,1,1,2,0,0,4,0
V61564,2024-04-09,2024-04-10,desktop,tier_1,organic,9,263,1,5,0,3,0,2,0
V67043,2024-05-20,2024-05-22,desktop,tier_3,social,21,566,2,1,0,0,0,1,1
V54046,2024-05-02,2024-05-02,tablet,tier_3,social,9,282,5,3,0,0,0,3,0
V68729,2024-03-02,2024-03-02,desktop,tier_2,referral,7,239,0,0,1,0,1,4,1
V78034,2024-02-02,2024-02-05,desktop,tier_1,organic,11,325,0,0,0,1,0,5,0
V39611,2024-06-29,2024-07-04,desktop,tier_3,paid_ad,2,49,5,3,2,0,0,3,0
V31527,2024-01-02,2024-01-04,tablet,tier_2,organic,14,343,1,0,6,0,0,4,0
V61858,2024-05-26,2024-06-02,mobile,tier_1,organic,16,330,2,0,1,0,1,4,0
V21716,2024-02-23,2024-02-23,desktop,tier_2,organic,4,132,1,3,2,0,0,3,0
V33068,2024-05-27,2024-05-29,desktop,tier_1,social,14,420,0,2,8,1,0,3,0
V17294,2024-02-06,2024-02-08,desktop,tier_2,referral,10,325,1,0,0,0,0,6,0
V24347,2024-01-25,2024-01-27,mobile,tier_3,paid_ad,5,127,1,3,0,0,0,9,0
V32491,2024-03-24,2024-03-29,desktop,tier_3,organic,10,230,0,2,2,1,0,2,0
V10053,2024-04-20,2024-04-20,desktop,tier_3,paid_ad,5,187,1,2,6,0,0,2,0
V72248,2024-05-16,2024-05-19,tablet,tier_2,referral,21,353,1,1,0,1,0,8,1
V62489,2024-02-18,2024-02-18,desktop,tier_1,paid_ad,7,231,9,0,1,0,0,2,0
V18751,2024-01-01,2024-01-11,desktop,tier_3,organic,12,389,4,0,2,0,1,6,0
V91725,2024-04-14,2024-04-16,desktop,tier_1,organic,22,285,3,4,0,0,0,2,1
V83413,2024-03-28,2024-04-11,desktop,tier_1,organic,11,318,1,2,2,0,0,7,0
V33083,2024-06-02,2024-06-03,desktop,tier_2,organic,3,64,2,2,5,0,0,13,0
V99027,2024-03-24,2024-03-25,mobile,tier_2,paid_ad,10,279,3,3,0,3,0,4,0
V93825,2024-03-10,2024-03-12,desktop,tier_3,paid_ad,3,59,1,2,0,0,1,4,0
V20524,2024-01-01,2024-01-02,tablet,tier_3,social,9,208,1,4,0,0,0,8,0
V52395,2024-04-20,2024-04-20,desktop,tier_2,referral,3,29,1,0,0,0,0,0,0
V18936,2024-03-26,2024-03-27,tablet,tier_3,organic,6,111,1,3,4,0,0,0,0
V98205,2024-01-18,2024-01-20,desktop,tier_1,organic,9,177,0,1,2,2,0,1,0
V59761,2024-01-27,2024-02-17,tablet,tier_1,organic,3,99,6,0,2,1,1,11,0
V66179,2024-02-03,2024-02-24,tablet,tier_2,social,11,178,0,0,2,1,0,0,0
V26924,2024-03-30,2024-03-31,desktop,tier_1,organic,5,74,4,1,3,0,0,1,0
V54350,2024-06-13,2024-06-14,tablet,tier_1,organic,10,172,0,1,1,1,0,6,0
V26278,2024-04-03,2024-04-03,desktop,tier_2,organic,10,142,0,4,4,0,0,0,0
V95457,2024-02-17,2024-02-17,tablet,tier_3,organic,19,561,1,0,2,1,0,2,0
V97265,2024-04-11,2024-04-11,desktop,tier_1,paid_ad,5,160,2,0,1,0,1,1,1
V78528,2024-02-28,2024-03-01,desktop,tier_1,social,10,253,0,4,0,2,1,4,0
V99578,2024-04-14,2024-04-17,mobile,tier_2,paid_ad,4,125,5,7,4,0,0,2,0
V33007,2024-02-15,2024-02-15,desktop,tier_2,paid_ad,15,500,0,1,0,0,0,10,0
V86821,2024-04-20,2024-04-23,desktop,tier_2,referral,5,126,3,2,0,0,0,8,0
V69569,2024-03-12,2024-03-12,desktop,tier_2,paid_ad,16,435,2,0,6,4,1,2,1
V69512,2024-01-15,2024-01-19,desktop,tier_2,referral,6,130,2,3,6,2,0,2,0
V90744,2024-05-18,2024-05-20,tablet,tier_1,organic,9,122,0,0,2,1,0,8,0
V61029,2024-03-21,2024-04-04,desktop,tier_2,organic,6,91,1,1,0,1,0,4,0
V34619,2024-01-27,2024-01-28,mobile,tier_1,paid_ad,17,535,0,5,2,1,0,6,0
V96089,2024-02-23,2024-02-23,desktop,tier_1,organic,13,206,3,0,1,4,0,6,0
V51320,2024-06-08,2024-06-09,tablet,tier_2,organic,8,256,15,0,0,0,0,2,0
V24208,2024-03-03,2024-03-03,desktop,tier_1,referral,9,177,0,2,0,0,0,1,0
V23272,2024-05-12,2024-05-18,desktop,tier_1,social,8,242,4,1,2,2,0,5,1
V25770,2024-02-28,2024-02-29,tablet,tier_2,organic,14,422,0,3,0,1,0,6,0
V81324,2024-01-18,2024-01-23,tablet,tier_1,organic,21,253,2,1,8,0,0,4,0
V74468,2024-03-19,2024-04-02,tablet,tier_2,organic,4,107,3,1,0,1,0,1,0
V81485,2024-04-20,2024-04-21,tablet,tier_2,social,14,407,3,2,3,0,1,2,1
V63989,2024-06-28,2024-07-05,tablet,tier_3,organic,7,68,1,0,3,1,1,5,0
V34136,2024-02-03,2024-02-05,desktop,tier_1,organic,13,458,3,5,0,0,0,4,0
V26441,2024-01-29,2024-02-02,desktop,tier_2,referral,13,399,2,1,6,0,1,8,0
V47524,2024-02-19,2024-02-21,desktop,tier_2,organic,13,164,0,4,0,0,0,0,0
V35336,2024-03-19,2024-03-19,desktop,tier_2,organic,3,123,0,7,0,0,1,1,1
V16528,2024-03-12,2024-03-13,desktop,tier_2,organic,12,299,0,8,1,5,0,5,0
V68327,2024-06-05,2024-06-11,desktop,tier_2,organic,10,290,3,0,1,0,1,2,0
V66618,2024-06-15,2024-06-29,desktop,tier_1,organic,8,114,0,1,3,0,0,2,0
V36157,2024-03-03,2024-03-04,tablet,tier_1,referral,7,195,3,0,3,0,0,4,1
V72654,2024-04-09,2024-04-09,desktop,tier_3,referral,5,81,1,0,4,1,0,2,0
V17038,2024-04-10,2024-04-17,desktop,tier_2,paid_ad,7,98,3,4,5,3,1,8,1
V83749,2024-05-23,2024-05-26,mobile,tier_2,referral,7,225,3,6,0,2,0,3,1
V41317,2024-01-28,2024-01-28,desktop,tier_3,organic,1,25,1,5,6,0,0,15,0
V61650,2024-02-12,2024-02-13,tablet,tier_3,organic,7,191,0,6,1,1,1,2,1
V88062,2024-03-27,2024-03-27,desktop,tier_1,paid_ad,12,317,2,1,3,1,1,2,0
V41600,2024-02-26,2024-03-03,desktop,tier_1,organic,9,185,1,3,1,1,1,7,0
V21870,2024-04-26,2024-04-28,desktop,tier_1,social,14,285,1,3,3,1,0,3,0
V93994,2024-01-24,2024-01-24,desktop,tier_2,referral,12,210,1,8,0,0,1,4,1
V34377,2024-02-16,2024-02-23,desktop,tier_3,social,6,107,1,5,2,2,1,3,1
V40876,2024-03-29,2024-04-05,tablet,tier_3,social,20,621,0,0,1,0,0,2,0
V82254,2024-05-01,2024-05-03,desktop,tier_3,organic,18,259,1,0,3,3,0,6,0
V43988,2024-05-27,2024-05-28,desktop,tier_2,referral,10,263,0,1,1,0,0,4,0
V48502,2024-06-27,2024-06-27,tablet,tier_1,paid_ad,13,351,3,4,1,0,0,9,1
V14991,2024-03-19,2024-03-26,desktop,tier_1,organic,11,297,1,0,2,0,0,4,0
V82130,2024-03-28,2024-03-29,tablet,tier_2,organic,9,149,4,3,0,0,0,0,0
