session_id,user_id,housing_type,charger_level,start_time,duration_hours,energy_kwh,peak_overlap_ratio,season,battery_soc_start
EV-10654,USR-1341,Single-Family,Level 2 (7.2kW),2025-03-04 00:17:00,7.86,23.17,0.0,Summer,47.1
EV-10655,USR-1182,Townhouse,Level 2 (7.2kW),2025-10-19 20:26:00,8.39,25.36,0.09,Spring,42.1
EV-10656,USR-1327,Single-Family,Level 2 (7.2kW),2025-06-08 16:52:00,8.42,23.04,0.5,Winter,47.4
EV-10657,USR-1246,Single-Family,Level 2 (7.2kW),2025-05-17 22:22:00,5.19,22.6,0.0,Winter,48.4
EV-10658,USR-1033,Condo/Apartment,Level 2 (7.2kW),2025-08-04 10:28:00,7.1,28.87,0.21,Fall,34.1
EV-10659,USR-1314,Single-Family,Level 2 (7.2kW),2025-07-21 09:43:00,9.69,25.01,0.33,Fall,42.9
EV-10660,USR-1339,Single-Family,Level 2 (7.2kW),2025-06-09 13:31:00,8.96,30.67,0.56,Spring,30.0
EV-10661,USR-1383,Single-Family,Level 1 (1.4kW),2025-10-28 13:23:00,28.61,27.25,0.42,Fall,37.8
EV-10662,USR-1260,Townhouse,Level 2 (7.2kW),2025-03-17 22:55:00,6.66,34.26,0.0,Winter,21.8
EV-10663,USR-1055,Single-Family,Level 2 (7.2kW),2025-07-22 17:57:00,4.59,19.19,0.68,Winter,56.2
EV-10664,USR-1189,Condo/Apartment,Level 2 (7.2kW),2025-01-30 08:35:00,10.43,36.54,0.29,Winter,16.6
EV-10665,USR-1232,Condo/Apartment,Level 2 (7.2kW),2025-09-02 17:11:00,2.54,12.0,1.0,Fall,72.6
EV-10666,USR-1157,Condo/Apartment,Level 2 (7.2kW),2025-10-09 21:10:00,3.92,16.16,0.0,Winter,63.1
EV-10667,USR-1377,Single-Family,Level 2 (7.2kW),2025-04-27 22:13:00,2.45,14.37,0.0,Winter,67.2
EV-10668,USR-1303,Single-Family,Level 2 (7.2kW),2025-04-19 17:46:00,3.69,25.41,0.87,Fall,42.0
EV-10669,USR-1216,Condo/Apartment,Level 2 (7.2kW),2025-11-27 10:28:00,9.18,34.96,0.38,Winter,20.2
EV-10670,USR-1276,Single-Family,Level 2 (7.2kW),2025-06-28 17:34:00,3.35,18.09,1.0,Winter,58.7
EV-10671,USR-1305,Townhouse,Level 1 (1.4kW),2025-03-06 21:52:00,27.4,37.19,0.0,Summer,15.1
EV-10672,USR-1011,Condo/Apartment,Level 2 (7.2kW),2025-06-04 10:27:00,3.35,13.14,0.0,Winter,70.0
EV-10673,USR-1097,Condo/Apartment,Level 2 (7.2kW),2025-06-05 17:14:00,3.58,24.75,1.0,Spring,43.5
EV-10674,USR-1198,Condo/Apartment,Level 2 (7.2kW),2025-12-14 21:37:00,5.04,23.22,0.0,Fall,47.0
EV-10675,USR-1230,Single-Family,Level 2 (7.2kW),2025-07-05 16:09:00,3.39,21.86,1.0,Fall,50.1
EV-10676,USR-1290,Condo/Apartment,Level 2 (7.2kW),2025-10-14 14:11:00,5.12,16.21,0.62,Fall,63.0
EV-10677,USR-1380,Single-Family,Level 2 (7.2kW),2025-06-24 17:16:00,2.75,13.41,1.0,Fall,69.4
EV-10678,USR-1164,Single-Family,Level 1 (1.4kW),2025-06-13 18:54:00,56.48,26.11,0.19,Summer,40.4
EV-10679,USR-1252,Single-Family,Level 2 (7.2kW),2025-02-27 16:57:00,6.45,17.96,0.65,Summer,59.0
EV-10680,USR-1382,Single-Family,Level 2 (7.2kW),2025-09-19 14:46:00,6.51,38.07,0.77,Fall,13.1
EV-10681,USR-1133,Single-Family,Level 2 (7.2kW),2025-12-04 11:32:00,3.56,23.88,0.0,Spring,45.5
EV-10682,USR-1350,Townhouse,Level 2 (7.2kW),2025-03-24 12:53:00,2.6,17.7,0.0,Winter,59.6
EV-10683,USR-1113,Single-Family,Level 2 (7.2kW),2025-02-01 20:41:00,3.91,22.6,0.12,Fall,48.4
EV-10684,USR-1293,Townhouse,Level 1 (1.4kW),2025-12-29 12:51:00,21.78,23.66,0.42,Spring,46.0
EV-10685,USR-1091,Single-Family,Level 2 (7.2kW),2025-07-23 17:40:00,4.61,16.78,0.74,Summer,61.7
EV-10686,USR-1385,Single-Family,Level 1 (1.4kW),2025-07-14 21:09:00,20.83,28.39,0.0,Winter,35.2
EV-10687,USR-1227,Single-Family,Level 1 (1.4kW),2025-08-19 23:47:00,10.67,12.79,0.0,Winter,70.8
EV-10688,USR-1230,Single-Family,Level 2 (7.2kW),2025-06-20 19:25:00,8.96,12.44,0.19,Fall,71.6
EV-10689,USR-1150,Condo/Apartment,Level 2 (7.2kW),2025-01-28 19:25:00,13.43,35.97,0.15,Summer,17.9
EV-10690,USR-1034,Single-Family,Level 2 (7.2kW),2025-03-22 08:55:00,7.41,28.39,0.03,Summer,35.2
EV-10691,USR-1269,Single-Family,Level 1 (1.4kW),2025-12-30 21:48:00,17.03,17.61,0.0,Spring,59.8
EV-10692,USR-1144,Single-Family,Level 1 (1.4kW),2025-08-05 18:16:00,22.65,30.84,0.23,Fall,29.6
EV-10693,USR-1176,Single-Family,Level 1 (1.4kW),2025-10-14 17:31:00,29.44,38.02,0.29,Spring,13.2
EV-10694,USR-1183,Condo/Apartment,Level 2 (7.2kW),2025-05-26 18:23:00,3.72,18.09,0.73,Winter,58.7
EV-10695,USR-1242,Townhouse,Level 1 (1.4kW),2025-04-24 13:04:00,12.02,15.55,0.42,Spring,64.5
EV-10696,USR-1097,Condo/Apartment,Level 1 (1.4kW),2025-08-11 14:03:00,20.02,27.38,0.42,Fall,37.5
EV-10697,USR-1340,Single-Family,Level 2 (7.2kW),2025-06-24 20:48:00,12.25,37.94,0.02,Fall,13.4
EV-10698,USR-1045,Single-Family,Level 1 (1.4kW),2025-09-07 22:42:00,16.95,21.51,0.0,Spring,50.9
EV-10699,USR-1275,Townhouse,Level 2 (7.2kW),2025-01-25 16:51:00,16.24,18.22,0.35,Summer,58.4
EV-10700,USR-1122,Townhouse,Level 2 (7.2kW),2025-03-22 23:50:00,15.88,33.56,0.0,Winter,23.4
EV-10701,USR-1354,Townhouse,Level 2 (7.2kW),2025-06-26 17:33:00,6.34,30.23,0.54,Winter,31.0
EV-10702,USR-1390,Single-Family,Level 2 (7.2kW),2025-09-18 14:27:00,12.93,36.89,0.42,Summer,15.8
EV-10703,USR-1207,Single-Family,Level 2 (7.2kW),2025-09-10 22:54:00,6.31,19.84,0.0,Winter,54.7
EV-10704,USR-1247,Single-Family,Level 1 (1.4kW),2025-06-08 23:18:00,14.16,17.44,0.0,Fall,60.2
EV-10705,USR-1141,Townhouse,Level 2 (7.2kW),2025-03-06 17:03:00,8.88,20.59,0.44,Fall,53.0
EV-10706,USR-1169,Single-Family,Level 2 (7.2kW),2025-07-28 13:21:00,7.3,32.86,0.63,Winter,25.0
EV-10707,USR-1322,Single-Family,Level 2 (7.2kW),2025-06-08 22:38:00,6.59,23.22,0.0,Fall,47.0
EV-10708,USR-1083,Single-Family,Level 2 (7.2kW),2025-03-10 15:11:00,5.5,20.15,0.82,Fall,54.0
EV-10709,USR-1020,Condo/Apartment,Level 1 (1.4kW),2025-04-06 13:26:00,22.36,26.46,0.42,Winter,39.6
EV-10710,USR-1047,Townhouse,Level 2 (7.2kW),2025-03-18 16:53:00,4.71,24.75,0.89,Spring,43.5
EV-10711,USR-1154,Townhouse,Level 2 (7.2kW),2025-03-17 12:13:00,3.12,20.72,0.0,Winter,52.7
EV-10712,USR-1366,Condo/Apartment,Level 2 (7.2kW),2025-05-11 11:14:00,4.27,20.28,0.0,Winter,53.7
EV-10713,USR-1143,Townhouse,Level 2 (7.2kW),2025-04-01 12:58:00,13.48,15.81,0.42,Fall,63.9
EV-10714,USR-1023,Single-Family,Level 2 (7.2kW),2025-03-28 00:05:00,10.3,11.48,0.0,Winter,73.8
EV-10715,USR-1318,Townhouse,Level 2 (7.2kW),2025-01-18 17:40:00,7.61,30.27,0.45,Winter,30.9
EV-10716,USR-1238,Single-Family,Level 2 (7.2kW),2025-05-16 11:15:00,11.56,34.74,0.43,Summer,20.7
EV-10717,USR-1361,Condo/Apartment,Level 2 (7.2kW),2025-11-02 13:41:00,7.2,39.43,0.66,Fall,10.0
EV-10718,USR-1336,Condo/Apartment,Level 1 (1.4kW),2025-12-21 18:33:00,26.63,35.44,0.21,Winter,19.1
EV-10719,USR-1344,Single-Family,Level 2 (7.2kW),2025-03-07 00:32:00,4.8,32.11,0.0,Fall,26.7
EV-10720,USR-1316,Condo/Apartment,Level 2 (7.2kW),2025-06-17 15:18:00,5.07,28.65,0.86,Spring,34.6
EV-10721,USR-1216,Condo/Apartment,Level 2 (7.2kW),2025-06-21 15:38:00,5.75,12.79,0.87,Summer,70.8
EV-10722,USR-1135,Single-Family,Level 2 (7.2kW),2025-05-03 18:45:00,10.72,25.63,0.21,Winter,41.5
EV-10723,USR-1178,Single-Family,Level 2 (7.2kW),2025-02-20 09:29:00,5.16,35.75,0.0,Spring,18.4
EV-10724,USR-1066,Townhouse,Level 2 (7.2kW),2025-06-03 12:01:00,3.59,25.15,0.0,Fall,42.6
EV-10725,USR-1102,Single-Family,Level 2 (7.2kW),2025-04-23 22:38:00,6.52,12.27,0.0,Fall,72.0
EV-10726,USR-1088,Condo/Apartment,Level 2 (7.2kW),2025-06-02 22:53:00,15.98,26.42,0.0,Summer,39.7
EV-10727,USR-1162,Single-Family,Level 2 (7.2kW),2025-01-06 10:48:00,5.34,38.16,0.05,Winter,12.9
EV-10728,USR-1067,Single-Family,Level 2 (7.2kW),2025-12-05 10:22:00,6.91,16.65,0.18,Winter,62.0
EV-10729,USR-1059,Townhouse,Level 2 (7.2kW),2025-08-11 00:01:00,19.2,27.95,0.0,Summer,36.2
EV-10730,USR-1017,Single-Family,Level 1 (1.4kW),2025-07-06 20:11:00,30.23,28.43,0.08,Spring,35.1
EV-10731,USR-1002,Condo/Apartment,Level 2 (7.2kW),2025-03-04 17:03:00,11.2,12.0,0.36,Fall,72.6
EV-10732,USR-1156,Single-Family,Level 2 (7.2kW),2025-08-08 23:33:00,4.28,28.26,0.0,Fall,35.5
EV-10733,USR-1248,Townhouse,Level 2 (7.2kW),2025-07-19 17:49:00,9.65,31.89,0.33,Winter,27.2
EV-10734,USR-1371,Townhouse,Level 1 (1.4kW),2025-12-03 23:52:00,32.65,35.48,0.0,Fall,19.0
EV-10735,USR-1300,Single-Family,Level 2 (7.2kW),2025-01-04 13:20:00,7.29,35.66,0.63,Winter,18.6
EV-10736,USR-1113,Single-Family,Level 1 (1.4kW),2025-05-08 18:24:00,31.77,38.02,0.23,Winter,13.2
EV-10737,USR-1067,Single-Family,Level 2 (7.2kW),2025-05-21 17:34:00,4.49,12.57,0.78,Summer,71.3
EV-10738,USR-1183,Single-Family,Level 2 (7.2kW),2025-01-13 17:53:00,54.34,24.31,0.27,Spring,44.5
EV-10739,USR-1173,Single-Family,Level 2 (7.2kW),2025-02-28 23:32:00,10.18,32.77,0.0,Spring,25.2
EV-10740,USR-1367,Condo/Apartment,Level 2 (7.2kW),2025-01-06 03:59:00,4.02,27.38,0.0,Summer,37.5
EV-10741,USR-1397,Townhouse,Level 2 (7.2kW),2025-10-14 19:26:00,10.41,33.51,0.17,Spring,23.5
EV-10742,USR-1335,Condo/Apartment,Level 2 (7.2kW),2025-01-23 20:42:00,5.77,22.04,0.08,Fall,49.7
EV-10743,USR-1217,Townhouse,Level 2 (7.2kW),2025-06-29 23:24:00,2.16,11.57,0.0,Spring,73.6
EV-10744,USR-1218,Single-Family,Level 2 (7.2kW),2025-09-18 23:10:00,8.69,19.23,0.0,Spring,56.1
EV-10745,USR-1112,Condo/Apartment,Level 2 (7.2kW),2025-01-14 22:36:00,7.27,14.02,0.0,Summer,68.0
EV-10746,USR-1209,Single-Family,Level 2 (7.2kW),2025-10-09 20:41:00,7.68,36.05,0.06,Summer,17.7
EV-10747,USR-1264,Townhouse,Level 2 (7.2kW),2025-07-01 21:44:00,3.69,22.87,0.0,Summer,47.8
EV-10748,USR-1343,Single-Family,Level 2 (7.2kW),2025-02-03 18:01:00,2.67,12.88,1.0,Summer,70.6
EV-10749,USR-1330,Townhouse,Level 2 (7.2kW),2025-09-24 16:13:00,7.54,30.31,0.65,Summer,30.8
EV-10750,USR-1065,Condo/Apartment,Level 2 (7.2kW),2025-05-01 10:29:00,10.31,35.18,0.45,Spring,19.7
EV-10751,USR-1383,Single-Family,Level 2 (7.2kW),2025-05-17 16:53:00,5.85,35.62,0.71,Fall,18.7
EV-10752,USR-1166,Condo/Apartment,Level 2 (7.2kW),2025-10-19 18:58:00,5.96,38.38,0.38,Spring,12.4
EV-10753,USR-1304,Townhouse,Level 1 (1.4kW),2025-02-02 22:21:00,22.15,20.24,0.0,Fall,53.8
EV-10754,USR-1002,Condo/Apartment,Level 2 (7.2kW),2025-01-19 16:03:00,7.44,37.32,0.67,Summer,14.8
EV-10755,USR-1333,Townhouse,Level 2 (7.2kW),2025-06-10 12:20:00,3.77,11.04,0.06,Spring,74.8
EV-10756,USR-1366,Single-Family,Level 2 (7.2kW),2025-09-13 22:36:00,4.25,21.95,0.0,Spring,49.9
EV-10757,USR-1160,Single-Family,Level 2 (7.2kW),2025-03-16 23:38:00,2.54,16.6,0.0,Winter,62.1
EV-10758,USR-1024,Townhouse,Level 2 (7.2kW),2025-03-23 22:08:00,8.94,31.02,0.0,Winter,29.2
EV-10759,USR-1381,Single-Family,Level 2 (7.2kW),2025-05-04 17:30:00,7.86,33.86,0.44,Winter,22.7
EV-10760,USR-1362,Single-Family,Level 1 (1.4kW),2025-12-23 19:07:00,21.59,19.45,0.17,Winter,55.6
EV-10761,USR-1198,Townhouse,Level 2 (7.2kW),2025-03-06 17:32:00,2.21,13.32,1.0,Summer,69.6
EV-10762,USR-1045,Condo/Apartment,Level 2 (7.2kW),2025-12-06 23:10:00,4.36,29.26,0.0,Spring,33.2
EV-10763,USR-1210,Single-Family,Level 2 (7.2kW),2025-08-07 12:50:00,5.17,31.72,0.38,Winter,27.6
EV-10764,USR-1035,Single-Family,Level 2 (7.2kW),2025-04-27 21:23:00,2.4,16.38,0.0,Fall,62.6
EV-10765,USR-1216,Townhouse,Level 2 (7.2kW),2025-04-27 13:59:00,8.65,38.86,0.57,Summer,11.3
EV-10766,USR-1271,Condo/Apartment,Level 2 (7.2kW),2025-11-03 22:20:00,3.0,11.39,0.0,Fall,74.0
EV-10767,USR-1309,Townhouse,Level 2 (7.2kW),2025-06-05 17:46:00,3.62,24.31,0.87,Fall,44.5
EV-10768,USR-1246,Condo/Apartment,Level 2 (7.2kW),2025-11-09 15:28:00,4.49,16.69,0.83,Fall,61.9
EV-10769,USR-1389,Townhouse,Level 2 (7.2kW),2025-12-21 17:59:00,7.86,16.6,0.41,Summer,62.1
EV-10770,USR-1141,Single-Family,Level 2 (7.2kW),2025-11-28 17:07:00,5.32,22.74,0.73,Spring,48.1
EV-10771,USR-1246,Single-Family,Level 2 (7.2kW),2025-05-15 10:12:00,5.13,34.48,0.0,Fall,21.3
EV-10772,USR-1267,Single-Family,Level 2 (7.2kW),2025-10-24 17:24:00,1.99,13.97,1.0,Summer,68.1
EV-10773,USR-1338,Single-Family,Level 2 (7.2kW),2025-02-15 22:03:00,8.39,15.86,0.0,Winter,63.8
EV-10774,USR-1129,Single-Family,Level 2 (7.2kW),2025-10-14 18:11:00,8.71,23.35,0.34,Summer,46.7
EV-10775,USR-1254,Single-Family,Level 2 (7.2kW),2025-05-12 17:53:00,6.18,26.94,0.52,Winter,38.5
EV-10776,USR-1220,Condo/Apartment,Level 2 (7.2kW),2025-07-02 21:57:00,3.81,24.58,0.0,Spring,43.9
EV-10777,USR-1319,Single-Family,Level 2 (7.2kW),2025-07-01 11:41:00,5.96,21.47,0.25,Winter,51.0
EV-10778,USR-1124,Townhouse,Level 2 (7.2kW),2025-12-29 18:30:00,11.13,32.59,0.22,Winter,25.6
EV-10779,USR-1181,Condo/Apartment,Level 1 (1.4kW),2025-07-24 23:30:00,27.07,34.39,0.0,Fall,21.5
EV-10780,USR-1144,Townhouse,Level 2 (7.2kW),2025-11-01 18:38:00,5.23,35.27,0.48,Spring,19.5
EV-10781,USR-1277,Condo/Apartment,Level 2 (7.2kW),2025-03-02 23:16:00,6.28,24.27,0.0,Summer,44.6
EV-10782,USR-1136,Condo/Apartment,Level 2 (7.2kW),2025-10-24 18:53:00,4.37,19.23,0.5,Fall,56.1
EV-10783,USR-1091,Single-Family,Level 1 (1.4kW),2025-08-13 18:38:00,33.09,37.32,0.21,Fall,14.8
EV-10784,USR-1073,Single-Family,Level 1 (1.4kW),2025-06-19 12:25:00,12.88,15.51,0.42,Spring,64.6
EV-10785,USR-1014,Single-Family,Level 2 (7.2kW),2025-08-02 21:13:00,4.91,34.65,0.0,Summer,20.9
EV-10786,USR-1202,Condo/Apartment,Level 2 (7.2kW),2025-02-04 23:59:00,4.71,19.8,0.0,Winter,54.8
EV-10787,USR-1082,Single-Family,Level 2 (7.2kW),2025-12-06 15:42:00,5.36,21.9,0.91,Summer,50.0
EV-10788,USR-1114,Townhouse,Level 2 (7.2kW),2025-03-04 17:30:00,14.0,11.92,0.29,Fall,72.8
EV-10789,USR-1098,Single-Family,Level 1 (1.4kW),2025-07-25 16:51:00,29.58,21.64,0.35,Winter,50.6
EV-10790,USR-1287,Single-Family,Level 2 (7.2kW),2025-05-22 20:08:00,3.82,16.21,0.25,Winter,63.0
EV-10791,USR-1020,Single-Family,Level 2 (7.2kW),2025-11-29 18:23:00,7.54,12.05,0.35,Spring,72.5
EV-10792,USR-1387,Condo/Apartment,Level 2 (7.2kW),2025-05-26 12:23:00,6.51,35.27,0.42,Fall,19.5
EV-10793,USR-1172,Single-Family,Level 2 (7.2kW),2025-09-03 00:12:00,8.5,31.89,0.0,Summer,27.2
EV-10794,USR-1183,Single-Family,Level 2 (7.2kW),2025-07-13 21:17:00,8.65,19.76,0.0,Spring,54.9
EV-10795,USR-1112,Single-Family,Level 2 (7.2kW),2025-01-18 17:20:00,11.04,15.29,0.33,Spring,65.1
EV-10796,USR-1053,Townhouse,Level 2 (7.2kW),2025-10-09 20:36:00,11.53,21.6,0.04,Fall,50.7
EV-10797,USR-1101,Townhouse,Level 2 (7.2kW),2025-04-28 20:25:00,12.26,11.83,0.06,Winter,73.0
EV-10798,USR-1211,Single-Family,Level 2 (7.2kW),2025-01-23 01:59:00,6.44,36.93,0.0,Winter,15.7
EV-10799,USR-1176,Condo/Apartment,Level 2 (7.2kW),2025-10-04 18:31:00,7.14,36.58,0.34,Summer,16.5
EV-10800,USR-1174,Townhouse,Level 2 (7.2kW),2025-09-26 22:04:00,6.12,24.93,0.0,Summer,43.1
EV-10801,USR-1191,Condo/Apartment,Level 2 (7.2kW),2025-10-27 19:42:00,7.91,34.3,0.19,Winter,21.7
EV-10802,USR-1182,Townhouse,Level 2 (7.2kW),2025-12-12 00:17:00,4.46,26.77,0.0,Summer,38.9
EV-10803,USR-1363,Single-Family,Level 2 (7.2kW),2025-10-09 17:17:00,3.04,12.13,1.0,Summer,72.3
EV-10804,USR-1162,Condo/Apartment,Level 1 (1.4kW),2025-01-30 14:52:00,14.87,17.74,0.42,Winter,59.5
EV-10805,USR-1336,Condo/Apartment,Level 1 (1.4kW),2025-12-04 14:10:00,29.37,34.65,0.42,Spring,20.9
EV-10806,USR-1290,Townhouse,Level 2 (7.2kW),2025-08-19 23:33:00,6.47,29.88,0.0,Summer,31.8
EV-10807,USR-1293,Condo/Apartment,Level 2 (7.2kW),2025-04-03 20:57:00,3.91,17.17,0.06,Winter,60.8
EV-10808,USR-1227,Condo/Apartment,Level 2 (7.2kW),2025-09-05 16:56:00,10.25,20.63,0.41,Summer,52.9
EV-10809,USR-1290,Single-Family,Level 2 (7.2kW),2025-05-02 21:19:00,5.48,19.19,0.0,Winter,56.2
EV-10810,USR-1335,Townhouse,Level 2 (7.2kW),2025-06-08 11:38:00,1.76,12.05,0.0,Spring,72.5
EV-10811,USR-1274,Single-Family,Level 2 (7.2kW),2025-02-25 16:55:00,11.44,27.2,0.37,Fall,37.9
EV-10812,USR-1062,Townhouse,Level 2 (7.2kW),2025-11-30 23:19:00,7.36,21.47,0.0,Winter,51.0
EV-10813,USR-1355,Single-Family,Level 2 (7.2kW),2025-02-01 00:12:00,8.23,36.32,0.0,Winter,17.1
EV-10814,USR-1189,Single-Family,Level 1 (1.4kW),2025-10-27 13:14:00,12.72,15.07,0.42,Spring,65.6
EV-10815,USR-1065,Single-Family,Level 2 (7.2kW),2025-06-05 22:48:00,8.98,33.34,0.0,Spring,23.9
EV-10816,USR-1339,Single-Family,Level 2 (7.2kW),2025-12-10 22:17:00,3.76,16.43,0.0,Spring,62.5
EV-10817,USR-1388,Single-Family,Level 2 (7.2kW),2025-04-27 17:53:00,5.27,27.77,0.59,Spring,36.6
EV-10818,USR-1262,Single-Family,Level 2 (7.2kW),2025-01-05 10:58:00,12.32,15.81,0.42,Winter,63.9
EV-10819,USR-1114,Single-Family,Level 2 (7.2kW),2025-02-06 14:39:00,9.89,34.13,0.5,Spring,22.1
EV-10820,USR-1203,Single-Family,Level 1 (1.4kW),2025-05-30 16:39:00,21.98,24.93,0.38,Spring,43.1
EV-10821,USR-1140,Condo/Apartment,Level 2 (7.2kW),2025-05-07 17:29:00,9.61,16.56,0.38,Winter,62.2
EV-10822,USR-1021,Townhouse,Level 2 (7.2kW),2025-01-14 19:51:00,5.84,16.08,0.21,Summer,63.3
EV-10823,USR-1048,Townhouse,Level 2 (7.2kW),2025-04-30 16:31:00,6.39,30.88,0.69,Summer,29.5
EV-10824,USR-1378,Single-Family,Level 2 (7.2kW),2025-06-21 17:12:00,6.44,37.11,0.62,Fall,15.3
EV-10825,USR-1172,Townhouse,Level 1 (1.4kW),2025-12-23 18:39:00,14.83,14.11,0.21,Summer,67.8
EV-10826,USR-1285,Townhouse,Level 2 (7.2kW),2025-09-07 19:03:00,5.21,32.55,0.38,Winter,25.7
EV-10827,USR-1276,Townhouse,Level 2 (7.2kW),2025-10-21 00:50:00,9.19,37.72,0.0,Winter,13.9
EV-10828,USR-1021,Single-Family,Level 2 (7.2kW),2025-10-12 08:22:00,5.54,34.83,0.0,Winter,20.5
EV-10829,USR-1280,Condo/Apartment,Level 2 (7.2kW),2025-03-13 16:31:00,12.06,24.01,0.38,Fall,45.2
EV-10830,USR-1399,Single-Family,Level 2 (7.2kW),2025-10-14 17:46:00,2.65,14.72,1.0,Summer,66.4
EV-10831,USR-1292,Condo/Apartment,Level 1 (1.4kW),2025-11-15 18:13:00,11.47,12.35,0.26,Spring,71.8
EV-10832,USR-1055,Townhouse,Level 2 (7.2kW),2025-09-20 21:18:00,2.28,11.61,0.0,Summer,73.5
EV-10833,USR-1331,Single-Family,Level 1 (1.4kW),2025-09-25 11:45:00,17.68,23.57,0.42,Spring,46.2
EV-10834,USR-1354,Single-Family,Level 2 (7.2kW),2025-01-30 02:18:00,5.68,14.11,0.0,Summer,67.8
EV-10835,USR-1323,Townhouse,Level 2 (7.2kW),2025-11-18 14:17:00,3.03,14.02,0.46,Winter,68.0
EV-10836,USR-1048,Single-Family,Level 2 (7.2kW),2025-11-17 16:55:00,9.14,29.18,0.46,Winter,33.4
EV-10837,USR-1203,Single-Family,Level 2 (7.2kW),2025-06-14 18:20:00,8.66,30.31,0.31,Winter,30.8
EV-10838,USR-1317,Single-Family,Level 1 (1.4kW),2025-10-01 17:09:00,35.81,37.5,0.33,Winter,14.4
EV-10839,USR-1198,Townhouse,Level 2 (7.2kW),2025-05-15 17:06:00,10.63,15.33,0.37,Winter,65.0
EV-10840,USR-1119,Condo/Apartment,Level 2 (7.2kW),2025-03-08 10:52:00,5.41,35.18,0.05,Fall,19.7
EV-10841,USR-1266,Single-Family,Level 2 (7.2kW),2025-04-25 14:51:00,3.29,17.39,0.64,Fall,60.3
EV-10842,USR-1147,Townhouse,Level 2 (7.2kW),2025-11-03 15:27:00,6.6,29.26,0.74,Winter,33.2
EV-10843,USR-1221,Single-Family,Level 1 (1.4kW),2025-03-24 17:12:00,14.86,16.95,0.33,Winter,61.3
EV-10844,USR-1167,Single-Family,Level 1 (1.4kW),2025-08-02 21:57:00,21.94,27.42,0.0,Summer,37.4
EV-10845,USR-1218,Single-Family,Level 2 (7.2kW),2025-09-12 15:57:00,8.04,38.46,0.61,Spring,12.2
EV-10846,USR-1325,Townhouse,Level 2 (7.2kW),2025-09-05 21:17:00,6.02,34.56,0.0,Winter,21.1
EV-10847,USR-1293,Single-Family,Level 2 (7.2kW),2025-05-27 17:04:00,6.38,28.83,0.62,Spring,34.2
EV-10848,USR-1022,Townhouse,Level 2 (7.2kW),2025-07-25 19:47:00,3.7,19.84,0.33,Spring,54.7
EV-10849,USR-1291,Single-Family,Level 2 (7.2kW),2025-02-02 19:45:00,13.74,16.69,0.1,Summer,61.9
EV-10850,USR-1053,Condo/Apartment,Level 2 (7.2kW),2025-06-25 17:09:00,11.43,19.14,0.35,Winter,56.3
EV-10851,USR-1264,Single-Family,Level 2 (7.2kW),2025-07-31 22:05:00,4.21,20.41,0.0,Summer,53.4
EV-10852,USR-1125,Townhouse,Level 2 (7.2kW),2025-02-23 22:34:00,5.07,30.67,0.0,Spring,30.0
EV-10853,USR-1158,Townhouse,Level 2 (7.2kW),2025-05-18 17:55:00,12.5,29.04,0.27,Winter,33.7
EV-10854,USR-1287,Townhouse,Level 2 (7.2kW),2025-01-14 00:55:00,4.23,25.28,0.0,Spring,42.3
EV-10855,USR-1221,Condo/Apartment,Level 2 (7.2kW),2025-02-21 00:04:00,4.44,28.17,0.0,Summer,35.7
EV-10856,USR-1332,Single-Family,Level 1 (1.4kW),2025-03-17 00:05:00,17.87,18.79,0.0,Spring,57.1
EV-10857,USR-1354,Townhouse,Level 2 (7.2kW),2025-10-19 13:21:00,1.85,11.04,0.0,Winter,74.8
EV-10858,USR-1215,Single-Family,Level 1 (1.4kW),2025-08-05 17:27:00,19.44,25.67,0.31,Fall,41.4
EV-10859,USR-1258,Townhouse,Level 1 (1.4kW),2025-09-05 17:29:00,17.28,13.19,0.31,Winter,69.9
EV-10860,USR-1096,Townhouse,Level 1 (1.4kW),2025-01-04 23:03:00,27.26,38.02,0.0,Summer,13.2
EV-10861,USR-1019,Single-Family,Level 2 (7.2kW),2025-07-22 15:19:00,5.99,21.07,0.83,Fall,51.9
EV-10862,USR-1301,Townhouse,Level 2 (7.2kW),2025-08-20 22:20:00,2.43,16.6,0.0,Fall,62.1
EV-10863,USR-1148,Condo/Apartment,Level 2 (7.2kW),2025-12-04 12:25:00,3.35,14.02,0.0,Summer,68.0
EV-10864,USR-1102,Single-Family,Level 1 (1.4kW),2025-03-09 08:31:00,12.95,15.29,0.38,Winter,65.1
EV-10865,USR-1041,Townhouse,Level 1 (1.4kW),2025-01-30 13:31:00,14.28,17.3,0.42,Fall,60.5
EV-10866,USR-1132,Single-Family,Level 2 (7.2kW),2025-09-11 18:47:00,6.34,25.89,0.35,Fall,40.9
EV-10867,USR-1383,Single-Family,Level 2 (7.2kW),2025-05-17 18:11:00,4.95,11.35,0.6,Winter,74.1
EV-10868,USR-1021,Single-Family,Level 2 (7.2kW),2025-06-20 13:15:00,12.81,33.78,0.42,Spring,22.9
EV-10869,USR-1277,Single-Family,Level 1 (1.4kW),2025-09-26 13:36:00,29.01,33.69,0.42,Winter,23.1
EV-10870,USR-1070,Townhouse,Level 1 (1.4kW),2025-09-07 14:40:00,25.04,31.67,0.42,Fall,27.7
EV-10871,USR-1047,Single-Family,Level 2 (7.2kW),2025-03-26 17:22:00,9.51,21.07,0.39,Winter,51.9
EV-10872,USR-1330,Single-Family,Level 2 (7.2kW),2025-02-16 19:36:00,3.82,13.93,0.38,Summer,68.2
